Mes_Pasta,Estacao,Arquivo,DOY,Data,Mes_Arquivo
INVERNO,BRAZ,braz195_delays.txt,195,2020-07-13,July
INVERNO,BRAZ,braz209_delays.txt,209,2020-07-27,July
INVERNO,BRAZ,braz204_delays.txt,204,2020-07-22,July
INVERNO,BRAZ,braz190_delays.txt,190,2020-07-08,July
INVERNO,BRAZ,braz202_delays.txt,202,2020-07-20,July
INVERNO,BRAZ,braz194_delays.txt,194,2020-07-12,July
INVERNO,BRAZ,braz187_delays.txt,187,2020-07-05,July
INVERNO,BRAZ,braz201_delays.txt,201,2020-07-19,July
INVERNO,BRAZ,braz197_delays.txt,197,2020-07-15,July
INVERNO,BRAZ,braz192_delays.txt,192,2020-07-10,July
INVERNO,BRAZ,braz186_delays.txt,186,2020-07-04,July
INVERNO,BRAZ,braz183_delays.txt,183,2020-07-01,July
INVERNO,BRAZ,braz199_delays.txt,199,2020-07-17,July
INVERNO,BRAZ,braz200_delays.txt,200,2020-07-18,July
INVERNO,BRAZ,braz196_delays.txt,196,2020-07-14,July
INVERNO,BRAZ,braz212_delays.txt,212,2020-07-30,July
INVERNO,BRAZ,braz188_delays.txt,188,2020-07-06,July
INVERNO,BRAZ,braz207_delays.txt,207,2020-07-25,July
INVERNO,BRAZ,braz191_delays.txt,191,2020-07-09,July
INVERNO,BRAZ,braz206_delays.txt,206,2020-07-24,July
INVERNO,BRAZ,braz185_delays.txt,185,2020-07-03,July
INVERNO,BRAZ,braz205_delays.txt,205,2020-07-23,July
INVERNO,BRAZ,braz213_delays.txt,213,2020-07-31,July
INVERNO,BRAZ,braz210_delays.txt,210,2020-07-28,July
INVERNO,BRAZ,braz184_delays.txt,184,2020-07-02,July
INVERNO,BRAZ,braz189_delays.txt,189,2020-07-07,July
INVERNO,BRAZ,braz193_delays.txt,193,2020-07-11,July
INVERNO,BRAZ,braz208_delays.txt,208,2020-07-26,July
INVERNO,BRAZ,braz198_delays.txt,198,2020-07-16,July
INVERNO,BRAZ,braz203_delays.txt,203,2020-07-21,July
INVERNO,BRAZ,braz211_delays.txt,211,2020-07-29,July
INVERNO,CUIB,cuib195_delays.txt,195,2020-07-13,July
INVERNO,CUIB,cuib189_delays.txt,189,2020-07-07,July
INVERNO,CUIB,cuib199_delays.txt,199,2020-07-17,July
INVERNO,CUIB,cuib203_delays.txt,203,2020-07-21,July
INVERNO,CUIB,cuib192_delays.txt,192,2020-07-10,July
INVERNO,CUIB,cuib211_delays.txt,211,2020-07-29,July
INVERNO,CUIB,cuib193_delays.txt,193,2020-07-11,July
INVERNO,CUIB,cuib208_delays.txt,208,2020-07-26,July
INVERNO,CUIB,cuib213_delays.txt,213,2020-07-31,July
INVERNO,CUIB,cuib190_delays.txt,190,2020-07-08,July
INVERNO,CUIB,cuib204_delays.txt,204,2020-07-22,July
INVERNO,CUIB,cuib197_delays.txt,197,2020-07-15,July
INVERNO,CUIB,cuib201_delays.txt,201,2020-07-19,July
INVERNO,CUIB,cuib205_delays.txt,205,2020-07-23,July
INVERNO,CUIB,cuib198_delays.txt,198,2020-07-16,July
INVERNO,CUIB,cuib206_delays.txt,206,2020-07-24,July
INVERNO,CUIB,cuib188_delays.txt,188,2020-07-06,July
INVERNO,CUIB,cuib187_delays.txt,187,2020-07-05,July
INVERNO,CUIB,cuib186_delays.txt,186,2020-07-04,July
INVERNO,CUIB,cuib212_delays.txt,212,2020-07-30,July
INVERNO,CUIB,cuib207_delays.txt,207,2020-07-25,July
INVERNO,CUIB,cuib185_delays.txt,185,2020-07-03,July
INVERNO,CUIB,cuib194_delays.txt,194,2020-07-12,July
INVERNO,CUIB,cuib183_delays.txt,183,2020-07-01,July
INVERNO,CUIB,cuib209_delays.txt,209,2020-07-27,July
INVERNO,CUIB,cuib202_delays.txt,202,2020-07-20,July
INVERNO,CUIB,cuib184_delays.txt,184,2020-07-02,July
INVERNO,CUIB,cuib196_delays.txt,196,2020-07-14,July
INVERNO,CUIB,cuib200_delays.txt,200,2020-07-18,July
INVERNO,CUIB,cuib191_delays.txt,191,2020-07-09,July
INVERNO,CUIB,cuib210_delays.txt,210,2020-07-28,July
INVERNO,UFPR,ufpr191_delays.txt,191,2020-07-09,July
INVERNO,UFPR,ufpr209_delays.txt,209,2020-07-27,July
INVERNO,UFPR,ufpr193_delays.txt,193,2020-07-11,July
INVERNO,UFPR,ufpr213_delays.txt,213,2020-07-31,July
INVERNO,UFPR,ufpr196_delays.txt,196,2020-07-14,July
INVERNO,UFPR,ufpr205_delays.txt,205,2020-07-23,July
INVERNO,UFPR,ufpr190_delays.txt,190,2020-07-08,July
INVERNO,UFPR,ufpr184_delays.txt,184,2020-07-02,July
INVERNO,UFPR,ufpr195_delays.txt,195,2020-07-13,July
INVERNO,UFPR,ufpr212_delays.txt,212,2020-07-30,July
INVERNO,UFPR,ufpr208_delays.txt,208,2020-07-26,July
INVERNO,UFPR,ufpr187_delays.txt,187,2020-07-05,July
INVERNO,UFPR,ufpr210_delays.txt,210,2020-07-28,July
INVERNO,UFPR,ufpr204_delays.txt,204,2020-07-22,July
INVERNO,UFPR,ufpr188_delays.txt,188,2020-07-06,July
INVERNO,UFPR,ufpr197_delays.txt,197,2020-07-15,July
INVERNO,UFPR,ufpr211_delays.txt,211,2020-07-29,July
INVERNO,UFPR,ufpr183_delays.txt,183,2020-07-01,July
INVERNO,UFPR,ufpr194_delays.txt,194,2020-07-12,July
INVERNO,UFPR,ufpr186_delays.txt,186,2020-07-04,July
INVERNO,UFPR,ufpr189_delays.txt,189,2020-07-07,July
INVERNO,UFPR,ufpr202_delays.txt,202,2020-07-20,July
INVERNO,UFPR,ufpr200_delays.txt,200,2020-07-18,July
INVERNO,UFPR,ufpr201_delays.txt,201,2020-07-19,July
INVERNO,UFPR,ufpr206_delays.txt,206,2020-07-24,July
INVERNO,UFPR,ufpr203_delays.txt,203,2020-07-21,July
INVERNO,UFPR,ufpr192_delays.txt,192,2020-07-10,July
INVERNO,UFPR,ufpr198_delays.txt,198,2020-07-16,July
INVERNO,UFPR,ufpr199_delays.txt,199,2020-07-17,July
INVERNO,UFPR,ufpr207_delays.txt,207,2020-07-25,July
INVERNO,UFPR,ufpr185_delays.txt,185,2020-07-03,July
INVERNO,NAUS,naus201_delays.txt,201,2020-07-19,July
INVERNO,NAUS,naus187_delays.txt,187,2020-07-05,July
INVERNO,NAUS,naus189_delays.txt,189,2020-07-07,July
INVERNO,NAUS,naus191_delays.txt,191,2020-07-09,July
INVERNO,NAUS,naus205_delays.txt,205,2020-07-23,July
INVERNO,NAUS,naus192_delays.txt,192,2020-07-10,July
INVERNO,NAUS,naus190_delays.txt,190,2020-07-08,July
INVERNO,NAUS,naus199_delays.txt,199,2020-07-17,July
INVERNO,NAUS,naus193_delays.txt,193,2020-07-11,July
INVERNO,NAUS,naus211_delays.txt,211,2020-07-29,July
INVERNO,NAUS,naus196_delays.txt,196,2020-07-14,July
INVERNO,NAUS,naus209_delays.txt,209,2020-07-27,July
INVERNO,NAUS,naus185_delays.txt,185,2020-07-03,July
INVERNO,NAUS,naus213_delays.txt,213,2020-07-31,July
INVERNO,NAUS,naus188_delays.txt,188,2020-07-06,July
INVERNO,NAUS,naus210_delays.txt,210,2020-07-28,July
INVERNO,NAUS,naus206_delays.txt,206,2020-07-24,July
INVERNO,NAUS,naus194_delays.txt,194,2020-07-12,July
INVERNO,NAUS,naus200_delays.txt,200,2020-07-18,July
INVERNO,NAUS,naus202_delays.txt,202,2020-07-20,July
INVERNO,NAUS,naus184_delays.txt,184,2020-07-02,July
INVERNO,NAUS,naus186_delays.txt,186,2020-07-04,July
INVERNO,NAUS,naus198_delays.txt,198,2020-07-16,July
INVERNO,NAUS,naus204_delays.txt,204,2020-07-22,July
INVERNO,NAUS,naus207_delays.txt,207,2020-07-25,July
INVERNO,NAUS,naus208_delays.txt,208,2020-07-26,July
INVERNO,NAUS,naus203_delays.txt,203,2020-07-21,July
INVERNO,NAUS,naus195_delays.txt,195,2020-07-13,July
INVERNO,NAUS,naus197_delays.txt,197,2020-07-15,July
INVERNO,NAUS,naus183_delays.txt,183,2020-07-01,July
INVERNO,NAUS,naus212_delays.txt,212,2020-07-30,July
INVERNO,POAL,poal190_delays.txt,190,2020-07-08,July
INVERNO,POAL,poal188_delays.txt,188,2020-07-06,July
INVERNO,POAL,poal183_delays.txt,183,2020-07-01,July
INVERNO,POAL,poal191_delays.txt,191,2020-07-09,July
INVERNO,POAL,poal200_delays.txt,200,2020-07-18,July
INVERNO,POAL,poal205_delays.txt,205,2020-07-23,July
INVERNO,POAL,poal187_delays.txt,187,2020-07-05,July
INVERNO,POAL,poal207_delays.txt,207,2020-07-25,July
INVERNO,POAL,poal203_delays.txt,203,2020-07-21,July
INVERNO,POAL,poal209_delays.txt,209,2020-07-27,July
INVERNO,POAL,poal196_delays.txt,196,2020-07-14,July
INVERNO,POAL,poal213_delays.txt,213,2020-07-31,July
INVERNO,POAL,poal192_delays.txt,192,2020-07-10,July
INVERNO,POAL,poal210_delays.txt,210,2020-07-28,July
INVERNO,POAL,poal193_delays.txt,193,2020-07-11,July
INVERNO,POAL,poal185_delays.txt,185,2020-07-03,July
INVERNO,POAL,poal199_delays.txt,199,2020-07-17,July
INVERNO,POAL,poal197_delays.txt,197,2020-07-15,July
INVERNO,POAL,poal208_delays.txt,208,2020-07-26,July
INVERNO,POAL,poal204_delays.txt,204,2020-07-22,July
INVERNO,POAL,poal202_delays.txt,202,2020-07-20,July
INVERNO,POAL,poal184_delays.txt,184,2020-07-02,July
INVERNO,POAL,poal194_delays.txt,194,2020-07-12,July
INVERNO,POAL,poal206_delays.txt,206,2020-07-24,July
INVERNO,POAL,poal189_delays.txt,189,2020-07-07,July
INVERNO,POAL,poal211_delays.txt,211,2020-07-29,July
INVERNO,POAL,poal198_delays.txt,198,2020-07-16,July
INVERNO,POAL,poal212_delays.txt,212,2020-07-30,July
INVERNO,POAL,poal195_delays.txt,195,2020-07-13,July
INVERNO,POAL,poal201_delays.txt,201,2020-07-19,July
INVERNO,POAL,poal186_delays.txt,186,2020-07-04,July
INVERNO,PERC,perc185_delays.txt,185,2020-07-03,July
INVERNO,PERC,perc190_delays.txt,190,2020-07-08,July
INVERNO,PERC,perc195_delays.txt,195,2020-07-13,July
INVERNO,PERC,perc212_delays.txt,212,2020-07-30,July
INVERNO,PERC,perc183_delays.txt,183,2020-07-01,July
INVERNO,PERC,perc199_delays.txt,199,2020-07-17,July
INVERNO,PERC,perc186_delays.txt,186,2020-07-04,July
INVERNO,PERC,perc205_delays.txt,205,2020-07-23,July
INVERNO,PERC,perc208_delays.txt,208,2020-07-26,July
INVERNO,PERC,perc213_delays.txt,213,2020-07-31,July
INVERNO,PERC,perc197_delays.txt,197,2020-07-15,July
INVERNO,PERC,perc193_delays.txt,193,2020-07-11,July
INVERNO,PERC,perc188_delays.txt,188,2020-07-06,July
INVERNO,PERC,perc203_delays.txt,203,2020-07-21,July
INVERNO,PERC,perc192_delays.txt,192,2020-07-10,July
INVERNO,PERC,perc196_delays.txt,196,2020-07-14,July
INVERNO,PERC,perc202_delays.txt,202,2020-07-20,July
INVERNO,PERC,perc189_delays.txt,189,2020-07-07,July
INVERNO,PERC,perc200_delays.txt,200,2020-07-18,July
INVERNO,PERC,perc209_delays.txt,209,2020-07-27,July
INVERNO,PERC,perc184_delays.txt,184,2020-07-02,July
INVERNO,PERC,perc210_delays.txt,210,2020-07-28,July
INVERNO,PERC,perc204_delays.txt,204,2020-07-22,July
INVERNO,PERC,perc198_delays.txt,198,2020-07-16,July
INVERNO,PERC,perc194_delays.txt,194,2020-07-12,July
INVERNO,PERC,perc201_delays.txt,201,2020-07-19,July
INVERNO,PERC,perc211_delays.txt,211,2020-07-29,July
INVERNO,PERC,perc187_delays.txt,187,2020-07-05,July
INVERNO,PERC,perc191_delays.txt,191,2020-07-09,July
INVERNO,PERC,perc207_delays.txt,207,2020-07-25,July
INVERNO,PERC,perc206_delays.txt,206,2020-07-24,July
INVERNO,ONRJ,onrj197_delays.txt,197,2020-07-15,July
INVERNO,ONRJ,onrj198_delays.txt,198,2020-07-16,July
INVERNO,ONRJ,onrj185_delays.txt,185,2020-07-03,July
INVERNO,ONRJ,onrj190_delays.txt,190,2020-07-08,July
INVERNO,ONRJ,onrj199_delays.txt,199,2020-07-17,July
INVERNO,ONRJ,onrj206_delays.txt,206,2020-07-24,July
INVERNO,ONRJ,onrj191_delays.txt,191,2020-07-09,July
INVERNO,ONRJ,onrj195_delays.txt,195,2020-07-13,July
INVERNO,ONRJ,onrj208_delays.txt,208,2020-07-26,July
INVERNO,ONRJ,onrj196_delays.txt,196,2020-07-14,July
INVERNO,ONRJ,onrj192_delays.txt,192,2020-07-10,July
INVERNO,ONRJ,onrj201_delays.txt,201,2020-07-19,July
INVERNO,ONRJ,onrj187_delays.txt,187,2020-07-05,July
INVERNO,ONRJ,onrj210_delays.txt,210,2020-07-28,July
INVERNO,ONRJ,onrj205_delays.txt,205,2020-07-23,July
INVERNO,ONRJ,onrj211_delays.txt,211,2020-07-29,July
INVERNO,ONRJ,onrj183_delays.txt,183,2020-07-01,July
INVERNO,ONRJ,onrj186_delays.txt,186,2020-07-04,July
INVERNO,ONRJ,onrj200_delays.txt,200,2020-07-18,July
INVERNO,ONRJ,onrj204_delays.txt,204,2020-07-22,July
INVERNO,ONRJ,onrj193_delays.txt,193,2020-07-11,July
INVERNO,ONRJ,onrj207_delays.txt,207,2020-07-25,July
INVERNO,ONRJ,onrj188_delays.txt,188,2020-07-06,July
INVERNO,ONRJ,onrj202_delays.txt,202,2020-07-20,July
INVERNO,ONRJ,onrj184_delays.txt,184,2020-07-02,July
INVERNO,ONRJ,onrj213_delays.txt,213,2020-07-31,July
INVERNO,ONRJ,onrj209_delays.txt,209,2020-07-27,July
INVERNO,ONRJ,onrj194_delays.txt,194,2020-07-12,July
INVERNO,ONRJ,onrj203_delays.txt,203,2020-07-21,July
INVERNO,ONRJ,onrj212_delays.txt,212,2020-07-30,July
INVERNO,ONRJ,onrj189_delays.txt,189,2020-07-07,July
INVERNO,SSA1,ssa1189_delays.txt,189,2020-07-07,July
INVERNO,SSA1,ssa1210_delays.txt,210,2020-07-28,July
INVERNO,SSA1,ssa1194_delays.txt,194,2020-07-12,July
INVERNO,SSA1,ssa1203_delays.txt,203,2020-07-21,July
INVERNO,SSA1,ssa1185_delays.txt,185,2020-07-03,July
INVERNO,SSA1,ssa1209_delays.txt,209,2020-07-27,July
INVERNO,SSA1,ssa1201_delays.txt,201,2020-07-19,July
INVERNO,SSA1,ssa1192_delays.txt,192,2020-07-10,July
INVERNO,SSA1,ssa1188_delays.txt,188,2020-07-06,July
INVERNO,SSA1,ssa1211_delays.txt,211,2020-07-29,July
INVERNO,SSA1,ssa1193_delays.txt,193,2020-07-11,July
INVERNO,SSA1,ssa1208_delays.txt,208,2020-07-26,July
INVERNO,SSA1,ssa1184_delays.txt,184,2020-07-02,July
INVERNO,SSA1,ssa1191_delays.txt,191,2020-07-09,July
INVERNO,SSA1,ssa1186_delays.txt,186,2020-07-04,July
INVERNO,SSA1,ssa1205_delays.txt,205,2020-07-23,July
INVERNO,SSA1,ssa1212_delays.txt,212,2020-07-30,July
INVERNO,SSA1,ssa1213_delays.txt,213,2020-07-31,July
INVERNO,SSA1,ssa1195_delays.txt,195,2020-07-13,July
INVERNO,SSA1,ssa1198_delays.txt,198,2020-07-16,July
INVERNO,SSA1,ssa1200_delays.txt,200,2020-07-18,July
INVERNO,SSA1,ssa1187_delays.txt,187,2020-07-05,July
INVERNO,SSA1,ssa1196_delays.txt,196,2020-07-14,July
INVERNO,SSA1,ssa1197_delays.txt,197,2020-07-15,July
INVERNO,SSA1,ssa1199_delays.txt,199,2020-07-17,July
INVERNO,SSA1,ssa1206_delays.txt,206,2020-07-24,July
INVERNO,SSA1,ssa1202_delays.txt,202,2020-07-20,July
INVERNO,SSA1,ssa1190_delays.txt,190,2020-07-08,July
INVERNO,SSA1,ssa1204_delays.txt,204,2020-07-22,July
INVERNO,SSA1,ssa1183_delays.txt,183,2020-07-01,July
INVERNO,SSA1,ssa1207_delays.txt,207,2020-07-25,July
INVERNO,SAGA,saga205_delays.txt,205,2020-07-23,July
INVERNO,SAGA,saga197_delays.txt,197,2020-07-15,July
INVERNO,SAGA,saga198_delays.txt,198,2020-07-16,July
INVERNO,SAGA,saga199_delays.txt,199,2020-07-17,July
INVERNO,SAGA,saga203_delays.txt,203,2020-07-21,July
INVERNO,SAGA,saga194_delays.txt,194,2020-07-12,July
INVERNO,SAGA,saga190_delays.txt,190,2020-07-08,July
INVERNO,SAGA,saga191_delays.txt,191,2020-07-09,July
INVERNO,SAGA,saga208_delays.txt,208,2020-07-26,July
INVERNO,SAGA,saga185_delays.txt,185,2020-07-03,July
INVERNO,SAGA,saga201_delays.txt,201,2020-07-19,July
INVERNO,SAGA,saga209_delays.txt,209,2020-07-27,July
INVERNO,SAGA,saga189_delays.txt,189,2020-07-07,July
INVERNO,SAGA,saga195_delays.txt,195,2020-07-13,July
INVERNO,SAGA,saga207_delays.txt,207,2020-07-25,July
INVERNO,SAGA,saga192_delays.txt,192,2020-07-10,July
INVERNO,SAGA,saga213_delays.txt,213,2020-07-31,July
INVERNO,SAGA,saga188_delays.txt,188,2020-07-06,July
INVERNO,SAGA,saga196_delays.txt,196,2020-07-14,July
INVERNO,SAGA,saga202_delays.txt,202,2020-07-20,July
INVERNO,SAGA,saga193_delays.txt,193,2020-07-11,July
INVERNO,SAGA,saga212_delays.txt,212,2020-07-30,July
INVERNO,SAGA,saga186_delays.txt,186,2020-07-04,July
INVERNO,SAGA,saga200_delays.txt,200,2020-07-18,July
INVERNO,SAGA,saga211_delays.txt,211,2020-07-29,July
INVERNO,SAGA,saga183_delays.txt,183,2020-07-01,July
INVERNO,SAGA,saga204_delays.txt,204,2020-07-22,July
INVERNO,SAGA,saga210_delays.txt,210,2020-07-28,July
INVERNO,SAGA,saga184_delays.txt,184,2020-07-02,July
INVERNO,SAGA,saga187_delays.txt,187,2020-07-05,July
INVERNO,SAGA,saga206_delays.txt,206,2020-07-24,July
INVERNO,POLI,poli187_delays.txt,187,2020-07-05,July
INVERNO,POLI,poli202_delays.txt,202,2020-07-20,July
INVERNO,POLI,poli190_delays.txt,190,2020-07-08,July
INVERNO,POLI,poli206_delays.txt,206,2020-07-24,July
INVERNO,POLI,poli201_delays.txt,201,2020-07-19,July
INVERNO,POLI,poli212_delays.txt,212,2020-07-30,July
INVERNO,POLI,poli207_delays.txt,207,2020-07-25,July
INVERNO,POLI,poli192_delays.txt,192,2020-07-10,July
INVERNO,POLI,poli194_delays.txt,194,2020-07-12,July
INVERNO,POLI,poli189_delays.txt,189,2020-07-07,July
INVERNO,POLI,poli185_delays.txt,185,2020-07-03,July
INVERNO,POLI,poli186_delays.txt,186,2020-07-04,July
INVERNO,POLI,poli204_delays.txt,204,2020-07-22,July
INVERNO,POLI,poli184_delays.txt,184,2020-07-02,July
INVERNO,POLI,poli210_delays.txt,210,2020-07-28,July
INVERNO,POLI,poli191_delays.txt,191,2020-07-09,July
INVERNO,POLI,poli200_delays.txt,200,2020-07-18,July
INVERNO,POLI,poli195_delays.txt,195,2020-07-13,July
INVERNO,POLI,poli196_delays.txt,196,2020-07-14,July
INVERNO,POLI,poli203_delays.txt,203,2020-07-21,July
INVERNO,POLI,poli208_delays.txt,208,2020-07-26,July
INVERNO,POLI,poli197_delays.txt,197,2020-07-15,July
INVERNO,POLI,poli205_delays.txt,205,2020-07-23,July
INVERNO,POLI,poli199_delays.txt,199,2020-07-17,July
INVERNO,POLI,poli209_delays.txt,209,2020-07-27,July
INVERNO,POLI,poli183_delays.txt,183,2020-07-01,July
INVERNO,POLI,poli213_delays.txt,213,2020-07-31,July
INVERNO,POLI,poli211_delays.txt,211,2020-07-29,July
INVERNO,POLI,poli193_delays.txt,193,2020-07-11,July
INVERNO,POLI,poli198_delays.txt,198,2020-07-16,July
INVERNO,POLI,poli188_delays.txt,188,2020-07-06,July
